1.2 diagnostic	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
1.2 diagnostic différentiel	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
acte	0	-9.223372036854776E14	11	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	L évaluation des idées et des intentions suicidaires doit inclure les éléments suivants :   le début, la durée, l intensité, la fréquence de ces idées suicidaires ;   l imminence du passage à l acte ;   les comportements préparatoires à la concrétisation du passage à l acte et de ses conséquences ;   la recherche et l accès à des moyens létaux.	Il est également recommandé de rechercher la présence de facteurs de protection (raisons positives de vivre, soutien social fort).	Facteurs psychosociaux Antécédents Caractéristiques cliniques   Solitude, isolement, précarité   Sexe masculin   Personne âgée ou jeune âge ( 30 ans)   Perte récente (décès, divorce, métier, situation sociale)   Autres facteurs de stress   Appartenance à une minorité sexuelle   Absence de facteurs protecteurs, manque de soutiens   Certaines professions (cumulant les risques psychosociaux et l accès à des moyens létaux)   Actes impulsifs et ou de violence   Tentative de suicide, d automutilation   Antécédent familial de suicide ou de pathologie mentale   Impulsivité   Dépression sévère   Désespoir, absence de désir de continuer   Douleur psychique   Psychose   Troubles de la personnalité   Anxiété sévère, agitation, attaque de panique   Baisse de l estime de soi   Abus de substances psychoactives, ou sevrage   Maladie somatique invalidante associée, présence de symptômes physiques (douleur chronique, insomnie, limitation fonctionnelle).	Le patient en crise :   est décidé : sa planification est claire et le passage à l acte est prévu pour les jours qui viennent ;   est coupé de ses émotions : il rationalise sa décision ou est très émotif, agité, troublé ;   se sent complètement immobilisé par la dépression ou dans un état de grande agitation ;   a une douleur et une expression de la souffrance omniprésentes ou complètement tues ;   a un accès direct et immédiat à un moyen de se suicider ;   a le sentiment d avoir tout fait et tout essayé ;   est très isolé8 Cf.	Avant toute prescription médicamenteuse, la consultation du médecin est l acte thérapeutique initial.	L indication et le choix de cette psychothérapie reposent sur de nombreux facteurs, parmi lesquels :   la nature des symptômes et du fonctionnement psychique ;   les préférences du patient, sa culture, ses croyances, ses expériences antérieures ;   la disponibilité et l engagement du thérapeute.	Il est recommandé de surveiller étroitement le patient par des consultations régulières, plus particulièrement en début de traitement antidépresseur (notamment au bout de la première semaine, puis de la deuxième semaine de traitement), pour rechercher un comportement suicidaire, une agitation ou un autre facteur majorant le risque suicidaire (conflit interpersonnel, alcool, etc.), mais également les effets indésirables somatiques (cfannexe 6.2).	L entourage est le principal fournisseur de ces types de soutien, incluant :   soutien émotionnel et aide pour la résolution de problèmes ;   assistance dans les activités de la vie quotidienne (exemple : courses alimentaires, exécution d une prescription) ;   procurer un lieu stable et sécurisé ou rester si besoin ;   encourager pour les soins personnels élémentaires (s alimenter régulièrement, hygiène, etc.) ;   encourager le patient à entreprendre des actes d autogestion ;   être une personne contact à appeler en cas de situation à haut risque ou de moment de stress ;   être positif en ce qui concerne la gestion des hauts et des bas , ainsi un incident ne sera pas une rechute ;   accès à des informations pour le patient et sa famille.	Une grossesse non désirée ou de découverte tardive, un contexte de précarité sociale, de séparation du couple parental, d antécédent d avortement, d agression, de maltraitance ou une hospitalisation du nourrisson dans la période postnatale peuvent constituer des facteurs de dépression maternelle.	
acte thérapeutique	0	-9.223372036854776E14	1	Avant toute prescription médicamenteuse, la consultation du médecin est l acte thérapeutique initial.	
acte thérapeutique initial	1	-9.223372036854776E14	1	Avant toute prescription médicamenteuse, la consultation du médecin est l acte thérapeutique initial.	
actes	0	-9.223372036854776E14	3	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	Facteurs psychosociaux Antécédents Caractéristiques cliniques   Solitude, isolement, précarité   Sexe masculin   Personne âgée ou jeune âge ( 30 ans)   Perte récente (décès, divorce, métier, situation sociale)   Autres facteurs de stress   Appartenance à une minorité sexuelle   Absence de facteurs protecteurs, manque de soutiens   Certaines professions (cumulant les risques psychosociaux et l accès à des moyens létaux)   Actes impulsifs et ou de violence   Tentative de suicide, d automutilation   Antécédent familial de suicide ou de pathologie mentale   Impulsivité   Dépression sévère   Désespoir, absence de désir de continuer   Douleur psychique   Psychose   Troubles de la personnalité   Anxiété sévère, agitation, attaque de panique   Baisse de l estime de soi   Abus de substances psychoactives, ou sevrage   Maladie somatique invalidante associée, présence de symptômes physiques (douleur chronique, insomnie, limitation fonctionnelle).	L entourage est le principal fournisseur de ces types de soutien, incluant :   soutien émotionnel et aide pour la résolution de problèmes ;   assistance dans les activités de la vie quotidienne (exemple : courses alimentaires, exécution d une prescription) ;   procurer un lieu stable et sécurisé ou rester si besoin ;   encourager pour les soins personnels élémentaires (s alimenter régulièrement, hygiène, etc.) ;   encourager le patient à entreprendre des actes d autogestion ;   être une personne contact à appeler en cas de situation à haut risque ou de moment de stress ;   être positif en ce qui concerne la gestion des hauts et des bas , ainsi un incident ne sera pas une rechute ;   accès à des informations pour le patient et sa famille.	
actes médicaux	1	-9.223372036854776E14	1	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	
activité	1	-9.223372036854776E14	4	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	L entourage est le principal fournisseur de ces types de soutien, incluant :   soutien émotionnel et aide pour la résolution de problèmes ;   assistance dans les activités de la vie quotidienne (exemple : courses alimentaires, exécution d une prescription) ;   procurer un lieu stable et sécurisé ou rester si besoin ;   encourager pour les soins personnels élémentaires (s alimenter régulièrement, hygiène, etc.) ;   encourager le patient à entreprendre des actes d autogestion ;   être une personne contact à appeler en cas de situation à haut risque ou de moment de stress ;   être positif en ce qui concerne la gestion des hauts et des bas , ainsi un incident ne sera pas une rechute ;   accès à des informations pour le patient et sa famille.
activité physique	1	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
activité physique régulière	1	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
activité sociale	1	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
activité sociale régulière	1	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
activités	1	-9.223372036854776E14	4	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.	Il est recommandé de qualifier la sévérité d un épisode dépressif caractérisé selon les critères diagnostiques du CIM-10 et du DSM-5 qui proposent trois niveaux : léger, modéré ou sévère, selon le nombre et l intensité des symptômes et le degré de dysfonctionnement du patient dans les activités sociales, professionnelles résultant de l épisode dépressif6 BDI-II et HDRS sont des tests d évaluation d une dépression inscrits à la classification commune des actes médicaux (CCAM).	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	L entourage est le principal fournisseur de ces types de soutien, incluant :   soutien émotionnel et aide pour la résolution de problèmes ;   assistance dans les activités de la vie quotidienne (exemple : courses alimentaires, exécution d une prescription) ;   procurer un lieu stable et sécurisé ou rester si besoin ;   encourager pour les soins personnels élémentaires (s alimenter régulièrement, hygiène, etc.) ;   encourager le patient à entreprendre des actes d autogestion ;   être une personne contact à appeler en cas de situation à haut risque ou de moment de stress ;   être positif en ce qui concerne la gestion des hauts et des bas , ainsi un incident ne sera pas une rechute ;   accès à des informations pour le patient et sa famille.
